,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds,Percentage Damage Dealt,Percentage Kills,Percentage Deaths,Percentage Damage Taken
3081,Default A,blameF,0,1,-1,0,100,-100,T,71,0.0,0.0,0.06684491978609625,0.07681671531725304
3082,Close Market door,blameF,0,1,-1,0,73,-73,CT,71,0.0,0.0,0.06684491978609625,0.05607620218159472
3083,Close Market door,blameF,0,0,0,0,0,0,T,71,0.0,0.0,0.0,0.0
3084,Deep T Apps,blameF,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3085,Deep T Apps,blameF,0,0,0,0,0,0,T,71,0.0,0.0,0.0,0.0
3086,Right Side Snipers Nest,blameF,0,1,-1,0,100,-100,CT,71,0.0,0.0,0.06684491978609625,0.07681671531725304
3087,Right Side Snipers Nest,blameF,0,0,0,0,0,0,T,71,0.0,0.0,0.0,0.0
3088,Bottom Connector,blameF,0,1,-1,0,100,-100,CT,71,0.0,0.0,0.06684491978609625,0.07681671531725304
3089,Bottom Connector,blameF,0,0,0,0,0,0,T,71,0.0,0.0,0.0,0.0
3090,B Bombsite Cross to Catwalk,blameF,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3091,B Bombsite Cross to Catwalk,blameF,0,0,0,0,0,0,T,71,0.0,0.0,0.0,0.0
3092,Sandwhich,blameF,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3093,Sandwhich,blameF,0,1,-1,0,4,-4,T,71,0.0,0.0,0.06684491978609625,0.0030726686126901215
3094,Catwalk Connector Peek,blameF,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3095,Catwalk Connector Peek,blameF,1,1,0,74,100,-26,T,71,0.06433663710659016,0.08045052292839903,0.06684491978609625,0.07681671531725304
3096,A Ramp,blameF,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3097,A Ramp,blameF,0,1,-1,0,100,-100,T,71,0.0,0.0,0.06684491978609625,0.07681671531725304
3098,A Ramp,pesadelo,0,0,0,0,0,0,CT,20,0.0,0.0,0.0,0.0
3099,A Ramp,pesadelo,1,2,-1,74,153,-79,T,20,0.06433663710659016,0.08045052292839903,0.1336898395721925,0.11752957443539715
3100,Top Mid Left Side,pesadelo,0,1,-1,0,100,-100,CT,20,0.0,0.0,0.06684491978609625,0.07681671531725304
3101,Top Mid Left Side,pesadelo,0,1,-1,0,100,-100,T,20,0.0,0.0,0.06684491978609625,0.07681671531725304
3102,Apartments Right CT Corner,pesadelo,0,0,0,0,0,0,CT,20,0.0,0.0,0.0,0.0
3103,Apartments Right CT Corner,pesadelo,0,2,-2,0,158,-158,T,20,0.0,0.0,0.1336898395721925,0.1213704102012598
3104,Mid Close Connector,pesadelo,0,0,0,0,0,0,CT,20,0.0,0.0,0.0,0.0
3105,Mid Close Connector,pesadelo,0,1,-1,0,70,-70,T,20,0.0,0.0,0.06684491978609625,0.053771700722077126
3106,Arch,pesadelo,0,0,0,0,0,0,CT,20,0.0,0.0,0.0,0.0
3107,Arch,pesadelo,0,1,-1,0,20,-20,T,20,0.0,0.0,0.06684491978609625,0.015363343063450607
3108,Leftside Connector,pesadelo,0,0,0,0,0,0,CT,20,0.0,0.0,0.0,0.0
3109,Leftside Connector,pesadelo,0,0,0,0,0,0,T,20,0.0,0.0,0.0,0.0
3110,Inside Market Doors,pesadelo,0,1,-1,0,85,-85,CT,20,0.0,0.0,0.06684491978609625,0.06529420801966508
3111,Inside Market Doors,pesadelo,0,0,0,0,0,0,T,20,0.0,0.0,0.0,0.0
3112,Top Mid,pesadelo,0,0,0,0,0,0,CT,20,0.0,0.0,0.0,0.0
3113,Top Mid,pesadelo,0,1,-1,0,100,-100,T,20,0.0,0.0,0.06684491978609625,0.07681671531725304
3114,Stairs Palace Peek,pesadelo,0,1,-1,0,100,-100,CT,20,0.0,0.0,0.06684491978609625,0.07681671531725304
3115,Stairs Palace Peek,pesadelo,0,0,0,0,0,0,T,20,0.0,0.0,0.0,0.0
3116,Snipers Nest,pesadelo,0,0,0,0,0,0,CT,20,0.0,0.0,0.0,0.0
3117,Snipers Nest,pesadelo,0,1,-1,0,94,-94,T,20,0.0,0.0,0.06684491978609625,0.07220771239821785
3118,A Site Exposed to Stairs Connector Cat,pesadelo,0,1,-1,0,100,-100,CT,20,0.0,0.0,0.06684491978609625,0.07681671531725304
3119,A Site Exposed to Stairs Connector Cat,pesadelo,0,0,0,0,0,0,T,20,0.0,0.0,0.0,0.0
3120,Bottom Stairs,pesadelo,0,0,0,0,0,0,CT,20,0.0,0.0,0.0,0.0
3121,Bottom Stairs,pesadelo,0,1,-1,0,30,-30,T,20,0.0,0.0,0.06684491978609625,0.02304501459517591
3122,CT Side Apps,pesadelo,0,0,0,0,0,0,CT,20,0.0,0.0,0.0,0.0
3123,CT Side Apps,pesadelo,0,1,-1,0,100,-100,T,20,0.0,0.0,0.06684491978609625,0.07681671531725304
3124,Deep CT,pesadelo,0,0,0,0,0,0,CT,20,0.0,0.0,0.0,0.0
3125,Deep CT,pesadelo,0,0,0,0,0,0,T,20,0.0,0.0,0.0,0.0
3126,Top Connector,pesadelo,0,1,-1,0,100,-100,CT,20,0.0,0.0,0.06684491978609625,0.07681671531725304
3127,Top Connector,pesadelo,0,0,0,0,0,0,T,20,0.0,0.0,0.0,0.0
3128,Ticketbooth ,pesadelo,0,0,0,0,0,0,CT,20,0.0,0.0,0.0,0.0
3129,Ticketbooth ,pesadelo,2,0,2,101,0,101,T,20,0.08781081551034603,0.16090104585679807,0.0,0.0
3130,Deep Palace,pesadelo,0,0,0,0,0,0,CT,20,0.0,0.0,0.0,0.0
3131,Deep Palace,pesadelo,0,1,-1,0,100,-100,T,20,0.0,0.0,0.06684491978609625,0.07681671531725304
3132,Deep Palace,interz,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3133,Deep Palace,interz,1,3,-2,100,300,-200,T,71,0.0869414014953921,0.08045052292839903,0.2005347593582888,0.2304501459517591
3134,Underpass,interz,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3135,Underpass,interz,0,1,-1,0,100,-100,T,71,0.0,0.0,0.06684491978609625,0.07681671531725304
3136,Triple Box,interz,0,1,-1,0,100,-100,CT,71,0.0,0.0,0.06684491978609625,0.07681671531725304
3137,Triple Box,interz,0,1,-1,0,30,-30,T,71,0.0,0.0,0.06684491978609625,0.02304501459517591
3138,Top Balcony,interz,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3139,Top Balcony,interz,0,2,-2,0,85,-85,T,71,0.0,0.0,0.1336898395721925,0.06529420801966508
3140,A Site Exposed to Stairs Connector Cat,interz,0,1,-1,0,60,-60,CT,71,0.0,0.0,0.06684491978609625,0.04609002919035182
3141,A Site Exposed to Stairs Connector Cat,interz,0,0,0,0,0,0,T,71,0.0,0.0,0.0,0.0
3142,Apartments Right CT Corner,interz,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3143,Apartments Right CT Corner,interz,0,0,0,0,0,0,T,71,0.0,0.0,0.0,0.0
3144,Deep CT,interz,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3145,Deep CT,interz,0,1,-1,0,100,-100,T,71,0.0,0.0,0.06684491978609625,0.07681671531725304
3146,CT Side Apps,interz,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3147,CT Side Apps,interz,0,1,-1,0,15,-15,T,71,0.0,0.0,0.06684491978609625,0.011522507297587956
3148,T Palace Stairs Peek,interz,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3149,T Palace Stairs Peek,interz,0,1,-1,0,100,-100,T,71,0.0,0.0,0.06684491978609625,0.07681671531725304
3150,Firebox,interz,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3151,Firebox,interz,0,1,-1,0,7,-7,T,71,0.0,0.0,0.06684491978609625,0.005377170072207712
3152,T Spawn A Ramp,interz,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3153,T Spawn A Ramp,interz,0,1,-1,0,100,-100,T,71,0.0,0.0,0.06684491978609625,0.07681671531725304
3154,Tetris,interz,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3155,Tetris,interz,0,1,-1,0,100,-100,T,71,0.0,0.0,0.06684491978609625,0.07681671531725304
3156,Bench,interz,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3157,Bench,interz,0,1,-1,0,37,-37,T,71,0.0,0.0,0.06684491978609625,0.02842218466738362
3158,Van Barrel Peek,interz,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3159,Van Barrel Peek,interz,0,1,-1,0,86,-86,T,71,0.0,0.0,0.06684491978609625,0.06606237517283761
3160,A Site,interz,0,0,0,0,0,0,CT,71,0.0,0.0,0.0,0.0
3161,A Site,interz,0,1,-1,0,7,-7,T,71,0.0,0.0,0.06684491978609625,0.005377170072207712
3162,Left Side Platform,maden,0,0,0,0,0,0,CT,24,0.0,0.0,0.0,0.0
3163,Left Side Platform,maden,0,1,-1,0,44,-44,T,24,0.0,0.0,0.06684491978609625,0.033799354739591336
3164,Underpass,maden,0,0,0,0,0,0,CT,24,0.0,0.0,0.0,0.0
3165,Underpass,maden,0,1,-1,0,100,-100,T,24,0.0,0.0,0.06684491978609625,0.07681671531725304
3166,Mid Close Connector,maden,0,1,-1,0,100,-100,CT,24,0.0,0.0,0.06684491978609625,0.07681671531725304
3167,Mid Close Connector,maden,0,0,0,0,0,0,T,24,0.0,0.0,0.0,0.0
3168,Top Mid Left Side,maden,0,0,0,0,0,0,CT,24,0.0,0.0,0.0,0.0
3169,Top Mid Left Side,maden,0,0,0,0,0,0,T,24,0.0,0.0,0.0,0.0
3170,Close Left CT A Ramp,maden,0,0,0,0,0,0,CT,24,0.0,0.0,0.0,0.0
3171,Close Left CT A Ramp,maden,0,0,0,0,0,0,T,24,0.0,0.0,0.0,0.0
3172,Bottom Stairs,maden,0,1,-1,0,90,-90,CT,24,0.0,0.0,0.06684491978609625,0.06913504378552773
3173,Bottom Stairs,maden,0,0,0,0,0,0,T,24,0.0,0.0,0.0,0.0
3174,Triple Box,maden,0,0,0,0,0,0,CT,24,0.0,0.0,0.0,0.0
3175,Triple Box,maden,0,0,0,0,0,0,T,24,0.0,0.0,0.0,0.0
3176,Deep T Apps,Ax1Le,0,0,0,0,0,0,CT,49,0.0,0.0,0.0,0.0
3177,Deep T Apps,Ax1Le,0,2,-2,0,200,-200,T,49,0.0,0.0,0.1336898395721925,0.15363343063450607
3178,CT Side Apps,Ax1Le,0,0,0,0,0,0,CT,49,0.0,0.0,0.0,0.0
3179,CT Side Apps,Ax1Le,0,2,-2,0,200,-200,T,49,0.0,0.0,0.1336898395721925,0.15363343063450607
3180,Tetris,Ax1Le,0,1,-1,0,100,-100,CT,49,0.0,0.0,0.06684491978609625,0.07681671531725304
3181,Tetris,Ax1Le,0,1,-1,0,100,-100,T,49,0.0,0.0,0.06684491978609625,0.07681671531725304
3182,A Site,Ax1Le,0,0,0,0,0,0,CT,49,0.0,0.0,0.0,0.0
3183,A Site,Ax1Le,0,2,-2,0,185,-185,T,49,0.0,0.0,0.1336898395721925,0.14211092333691813
3184,Bottom Stairs,Ax1Le,0,0,0,0,0,0,CT,49,0.0,0.0,0.0,0.0
3185,Bottom Stairs,Ax1Le,0,2,-2,0,121,-121,T,49,0.0,0.0,0.1336898395721925,0.09294822553387616
3186,A Ramp,Ax1Le,0,0,0,0,0,0,CT,49,0.0,0.0,0.0,0.0
3187,A Ramp,Ax1Le,0,1,-1,0,100,-100,T,49,0.0,0.0,0.06684491978609625,0.07681671531725304
3188,Deep Catwalk,Ax1Le,0,1,-1,0,75,-75,CT,49,0.0,0.0,0.06684491978609625,0.05761253648793978
3189,Deep Catwalk,Ax1Le,1,1,0,100,100,0,T,49,0.0869414014953921,0.08045052292839903,0.06684491978609625,0.07681671531725304
3190,B Bombsite Cross to Catwalk,Ax1Le,0,0,0,0,0,0,CT,49,0.0,0.0,0.0,0.0
3191,B Bombsite Cross to Catwalk,Ax1Le,0,1,-1,0,100,-100,T,49,0.0,0.0,0.06684491978609625,0.07681671531725304
3192,Deep T Spawn T Ramp,Ax1Le,0,0,0,0,0,0,CT,49,0.0,0.0,0.0,0.0
3193,Deep T Spawn T Ramp,Ax1Le,0,1,-1,0,33,-33,T,49,0.0,0.0,0.06684491978609625,0.025349516054693502
3194,Close Market door,Ax1Le,0,1,-1,0,68,-68,CT,49,0.0,0.0,0.06684491978609625,0.052235366415732065
3195,Close Market door,Ax1Le,0,0,0,0,0,0,T,49,0.0,0.0,0.0,0.0
3196,Mid Close Connector,Ax1Le,0,0,0,0,0,0,CT,49,0.0,0.0,0.0,0.0
3197,Mid Close Connector,Ax1Le,0,1,-1,0,100,-100,T,49,0.0,0.0,0.06684491978609625,0.07681671531725304
3198,CT Deep Catwalk Mid peek,Ax1Le,0,0,0,0,0,0,CT,49,0.0,0.0,0.0,0.0
3199,CT Deep Catwalk Mid peek,Ax1Le,0,0,0,0,0,0,T,49,0.0,0.0,0.0,0.0
3200,Top Connector,Ax1Le,0,0,0,0,0,0,CT,49,0.0,0.0,0.0,0.0
3201,Top Connector,Ax1Le,0,1,-1,0,100,-100,T,49,0.0,0.0,0.06684491978609625,0.07681671531725304
3202,T Deep Apps Underpass/Apps Peek,Ax1Le,0,0,0,0,0,0,CT,49,0.0,0.0,0.0,0.0
3203,T Deep Apps Underpass/Apps Peek,Ax1Le,0,1,-1,0,99,-99,T,49,0.0,0.0,0.06684491978609625,0.0760485481640805
3204,Deep T Apps Underpass STairs,Ax1Le,0,0,0,0,0,0,CT,49,0.0,0.0,0.0,0.0
3205,Deep T Apps Underpass STairs,Ax1Le,0,1,-1,0,100,-100,T,49,0.0,0.0,0.06684491978609625,0.07681671531725304
3206,Close Left CT A Ramp,Ax1Le,0,0,0,0,0,0,CT,49,0.0,0.0,0.0,0.0
3207,Close Left CT A Ramp,Ax1Le,0,1,-1,0,58,-58,T,49,0.0,0.0,0.06684491978609625,0.04455369488400676
3208,Leftside Connector,Ax1Le,0,0,0,0,0,0,CT,49,0.0,0.0,0.0,0.0
3209,Leftside Connector,Ax1Le,0,0,0,0,0,0,T,49,0.0,0.0,0.0,0.0
3210,Left Side Platform,Ax1Le,0,0,0,0,0,0,CT,49,0.0,0.0,0.0,0.0
3211,Left Side Platform,Ax1Le,0,1,-1,0,100,-100,T,49,0.0,0.0,0.06684491978609625,0.07681671531725304
3212,CT Side Apps,olofmeister,0,0,0,0,0,0,CT,25,0.0,0.0,0.0,0.0
3213,CT Side Apps,olofmeister,0,0,0,0,0,0,T,25,0.0,0.0,0.0,0.0
3214,Deep T Apps,olofmeister,0,0,0,0,0,0,CT,25,0.0,0.0,0.0,0.0
3215,Deep T Apps,olofmeister,0,1,-1,0,17,-17,T,25,0.0,0.0,0.06684491978609625,0.013058841603933016
3216,Top Mid Left Side,olofmeister,0,0,0,0,0,0,CT,25,0.0,0.0,0.0,0.0
3217,Top Mid Left Side,olofmeister,0,1,-1,0,100,-100,T,25,0.0,0.0,0.06684491978609625,0.07681671531725304
3218,market,olofmeister,1,1,0,97,73,24,CT,25,0.08433315945053034,0.08045052292839903,0.06684491978609625,0.05607620218159472
3219,market,olofmeister,0,0,0,0,0,0,T,25,0.0,0.0,0.0,0.0
3220,Arch,olofmeister,0,0,0,0,0,0,CT,25,0.0,0.0,0.0,0.0
3221,Arch,olofmeister,0,0,0,0,0,0,T,25,0.0,0.0,0.0,0.0
3222,A Site,olofmeister,0,0,0,0,0,0,CT,25,0.0,0.0,0.0,0.0
3223,A Site,olofmeister,0,1,-1,0,47,-47,T,25,0.0,0.0,0.06684491978609625,0.03610385619910893
3224,Snipers Nest,Jackinho,0,1,-1,0,77,-77,CT,27,0.0,0.0,0.06684491978609625,0.05914887079428484
3225,Snipers Nest,Jackinho,0,0,0,0,0,0,T,27,0.0,0.0,0.0,0.0
3226,Close Market door,Jackinho,0,1,-1,0,100,-100,CT,27,0.0,0.0,0.06684491978609625,0.07681671531725304
3227,Close Market door,Jackinho,0,0,0,0,0,0,T,27,0.0,0.0,0.0,0.0
3228,Deep Catwalk,Jackinho,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3229,Deep Catwalk,Jackinho,0,0,0,0,0,0,T,27,0.0,0.0,0.0,0.0
3230,Top Mid,Jackinho,0,1,-1,0,94,-94,CT,27,0.0,0.0,0.06684491978609625,0.07220771239821785
3231,Top Mid,Jackinho,0,0,0,0,0,0,T,27,0.0,0.0,0.0,0.0
3232,Close Left CT A Ramp,Jackinho,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3233,Close Left CT A Ramp,Jackinho,0,1,-1,0,145,-145,T,27,0.0,0.0,0.06684491978609625,0.11138423721001689
3234,Top Mid Left Side,Jackinho,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3235,Top Mid Left Side,Jackinho,1,0,1,74,0,74,T,27,0.06433663710659016,0.08045052292839903,0.0,0.0
3236,Bottom Connector,Jackinho,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3237,Bottom Connector,Jackinho,0,1,-1,0,8,-8,T,27,0.0,0.0,0.06684491978609625,0.006145337225380243
3238,Triple Box,Jackinho,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3239,Triple Box,Jackinho,0,0,0,0,0,0,T,27,0.0,0.0,0.0,0.0
3240,A Ramp,Jackinho,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3241,A Ramp,Jackinho,0,1,-1,0,100,-100,T,27,0.0,0.0,0.06684491978609625,0.07681671531725304
3242,Deep T Apps,flamie,0,0,0,0,0,0,CT,60,0.0,0.0,0.0,0.0
3243,Deep T Apps,flamie,0,0,0,0,0,0,T,60,0.0,0.0,0.0,0.0
3244,Close Market door,flamie,0,1,-1,0,100,-100,CT,60,0.0,0.0,0.06684491978609625,0.07681671531725304
3245,Close Market door,flamie,0,0,0,0,0,0,T,60,0.0,0.0,0.0,0.0
3246,Ticketbooth ,flamie,0,1,-1,0,100,-100,CT,60,0.0,0.0,0.06684491978609625,0.07681671531725304
3247,Ticketbooth ,flamie,0,0,0,0,0,0,T,60,0.0,0.0,0.0,0.0
3248,Top Mid Left Side,flamie,0,0,0,0,0,0,CT,60,0.0,0.0,0.0,0.0
3249,Top Mid Left Side,flamie,0,0,0,0,0,0,T,60,0.0,0.0,0.0,0.0
3250,CT Side Apps,flamie,0,0,0,0,0,0,CT,60,0.0,0.0,0.0,0.0
3251,CT Side Apps,flamie,0,1,-1,0,100,-100,T,60,0.0,0.0,0.06684491978609625,0.07681671531725304
3252,Deep Palace,flamie,0,0,0,0,0,0,CT,60,0.0,0.0,0.0,0.0
3253,Deep Palace,flamie,0,1,-1,0,100,-100,T,60,0.0,0.0,0.06684491978609625,0.07681671531725304
3254,Triple Box,flamie,0,1,-1,0,100,-100,CT,60,0.0,0.0,0.06684491978609625,0.07681671531725304
3255,Triple Box,flamie,0,0,0,0,0,0,T,60,0.0,0.0,0.0,0.0
3256,Register Market,flamie,0,0,0,0,0,0,CT,60,0.0,0.0,0.0,0.0
3257,Register Market,flamie,0,1,-1,0,100,-100,T,60,0.0,0.0,0.06684491978609625,0.07681671531725304
3258,Deep Catwalk,flamie,1,1,0,75,42,33,CT,60,0.06520605112154408,0.08045052292839903,0.06684491978609625,0.032263020433246276
3259,Deep Catwalk,flamie,0,0,0,0,0,0,T,60,0.0,0.0,0.0,0.0
3260,Bottom Connector,flamie,0,0,0,0,0,0,CT,60,0.0,0.0,0.0,0.0
3261,Bottom Connector,flamie,0,1,-1,0,58,-58,T,60,0.0,0.0,0.06684491978609625,0.04455369488400676
3262,Top Balcony,flamie,0,0,0,0,0,0,CT,60,0.0,0.0,0.0,0.0
3263,Top Balcony,flamie,0,1,-1,0,100,-100,T,60,0.0,0.0,0.06684491978609625,0.07681671531725304
3264,B Bombsite Cross to Catwalk,flamie,0,0,0,0,0,0,CT,60,0.0,0.0,0.0,0.0
3265,B Bombsite Cross to Catwalk,flamie,0,1,-1,0,78,-78,T,60,0.0,0.0,0.06684491978609625,0.05991703794745736
3266,Catwalk Connector Peek,flamie,0,0,0,0,0,0,CT,60,0.0,0.0,0.0,0.0
3267,Catwalk Connector Peek,flamie,0,0,0,0,0,0,T,60,0.0,0.0,0.0,0.0
3268,CT Catwalk,flamie,0,1,-1,0,13,-13,CT,60,0.0,0.0,0.06684491978609625,0.009986172991242895
3269,CT Catwalk,flamie,0,0,0,0,0,0,T,60,0.0,0.0,0.0,0.0
3270,Arch,flamie,0,1,-1,0,100,-100,CT,60,0.0,0.0,0.06684491978609625,0.07681671531725304
3271,Arch,flamie,0,0,0,0,0,0,T,60,0.0,0.0,0.0,0.0
3272,Default A,flamie,0,1,-1,0,61,-61,CT,60,0.0,0.0,0.06684491978609625,0.04685819634352435
3273,Default A,flamie,0,0,0,0,0,0,T,60,0.0,0.0,0.0,0.0
3274,CT Deep Catwalk Mid peek,misutaaa,0,2,-2,0,200,-200,CT,27,0.0,0.0,0.1336898395721925,0.15363343063450607
3275,CT Deep Catwalk Mid peek,misutaaa,0,0,0,0,0,0,T,27,0.0,0.0,0.0,0.0
3276,Deep T Apps,misutaaa,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3277,Deep T Apps,misutaaa,0,0,0,0,0,0,T,27,0.0,0.0,0.0,0.0
3278,Mid Close Connector,misutaaa,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3279,Mid Close Connector,misutaaa,0,1,-1,0,82,-82,T,27,0.0,0.0,0.06684491978609625,0.06298970656014749
3280,Apartments Right CT Corner,misutaaa,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3281,Apartments Right CT Corner,misutaaa,0,1,-1,0,100,-100,T,27,0.0,0.0,0.06684491978609625,0.07681671531725304
3282,B Bombsite Cross to Catwalk,misutaaa,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3283,B Bombsite Cross to Catwalk,misutaaa,0,1,-1,0,100,-100,T,27,0.0,0.0,0.06684491978609625,0.07681671531725304
3284,Top Balcony,misutaaa,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3285,Top Balcony,misutaaa,0,1,-1,0,100,-100,T,27,0.0,0.0,0.06684491978609625,0.07681671531725304
3286,Catwalk Connector Peek,misutaaa,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3287,Catwalk Connector Peek,misutaaa,0,1,-1,0,100,-100,T,27,0.0,0.0,0.06684491978609625,0.07681671531725304
3288,Stairs Palace Peek,misutaaa,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3289,Stairs Palace Peek,misutaaa,0,1,-1,0,100,-100,T,27,0.0,0.0,0.06684491978609625,0.07681671531725304
3290,Left Side Platform,misutaaa,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3291,Left Side Platform,misutaaa,0,0,0,0,0,0,T,27,0.0,0.0,0.0,0.0
3292,Underneath B apps plat,misutaaa,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3293,Underneath B apps plat,misutaaa,0,1,-1,0,99,-99,T,27,0.0,0.0,0.06684491978609625,0.0760485481640805
3294,Semi Elevated CT Van,misutaaa,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3295,Semi Elevated CT Van,misutaaa,0,0,0,0,0,0,T,27,0.0,0.0,0.0,0.0
3296,Balcony Boaxes,misutaaa,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3297,Balcony Boaxes,misutaaa,0,1,-1,0,50,-50,T,27,0.0,0.0,0.06684491978609625,0.03840835765862652
3298,Deep Jungle,misutaaa,0,1,-1,0,73,-73,CT,27,0.0,0.0,0.06684491978609625,0.05607620218159472
3299,Deep Jungle,misutaaa,0,0,0,0,0,0,T,27,0.0,0.0,0.0,0.0
3300,A Site,misutaaa,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3301,A Site,misutaaa,0,1,-1,0,76,-76,T,27,0.0,0.0,0.06684491978609625,0.0583807036411123
3302,Snipers Palace Peek,misutaaa,0,1,-1,0,15,-15,CT,27,0.0,0.0,0.06684491978609625,0.011522507297587956
3303,Snipers Palace Peek,misutaaa,0,0,0,0,0,0,T,27,0.0,0.0,0.0,0.0
3304,Deep Catwalk,misutaaa,0,1,-1,0,11,-11,CT,27,0.0,0.0,0.06684491978609625,0.008449838684897834
3305,Deep Catwalk,misutaaa,0,0,0,0,0,0,T,27,0.0,0.0,0.0,0.0
3306,CT Catwalk,misutaaa,0,0,0,0,0,0,CT,27,0.0,0.0,0.0,0.0
3307,CT Catwalk,misutaaa,0,1,-1,0,45,-45,T,27,0.0,0.0,0.06684491978609625,0.03456752189276387
3308,CT Side Apps,hardzao,0,0,0,0,0,0,CT,28,0.0,0.0,0.0,0.0
3309,CT Side Apps,hardzao,0,0,0,0,0,0,T,28,0.0,0.0,0.0,0.0
3310,Deep CT,hardzao,0,1,-1,0,100,-100,CT,28,0.0,0.0,0.06684491978609625,0.07681671531725304
3311,Deep CT,hardzao,0,0,0,0,0,0,T,28,0.0,0.0,0.0,0.0
3312,Jungle Plant,hardzao,0,0,0,0,0,0,CT,28,0.0,0.0,0.0,0.0
3313,Jungle Plant,hardzao,0,1,-1,0,100,-100,T,28,0.0,0.0,0.06684491978609625,0.07681671531725304
3314,Ticketbooth ,hardzao,0,1,-1,0,100,-100,CT,28,0.0,0.0,0.06684491978609625,0.07681671531725304
3315,Ticketbooth ,hardzao,0,0,0,0,0,0,T,28,0.0,0.0,0.0,0.0
3316,Top Balcony,KRIMZ,0,0,0,0,0,0,CT,28,0.0,0.0,0.0,0.0
3317,Top Balcony,KRIMZ,0,2,-2,0,168,-168,T,28,0.0,0.0,0.1336898395721925,0.1290520817329851
3318,market,KRIMZ,1,2,-1,37,173,-136,CT,28,0.03216831855329508,0.08045052292839903,0.1336898395721925,0.13289291749884774
3319,market,KRIMZ,0,0,0,0,0,0,T,28,0.0,0.0,0.0,0.0
3320,Deep T Apps,KRIMZ,0,1,-1,0,100,-100,CT,28,0.0,0.0,0.06684491978609625,0.07681671531725304
3321,Deep T Apps,KRIMZ,0,0,0,0,0,0,T,28,0.0,0.0,0.0,0.0
3322,B Site Default Plant,KRIMZ,0,0,0,0,0,0,CT,28,0.0,0.0,0.0,0.0
3323,B Site Default Plant,KRIMZ,0,1,-1,0,47,-47,T,28,0.0,0.0,0.06684491978609625,0.03610385619910893
3324,Sandwhich,KRIMZ,0,0,0,0,0,0,CT,28,0.0,0.0,0.0,0.0
3325,Sandwhich,KRIMZ,0,1,-1,0,100,-100,T,28,0.0,0.0,0.06684491978609625,0.07681671531725304
3326,Bench,KRIMZ,0,0,0,0,0,0,CT,28,0.0,0.0,0.0,0.0
3327,Bench,KRIMZ,0,0,0,0,0,0,T,28,0.0,0.0,0.0,0.0
3328,CT Side Apps,KRIMZ,0,0,0,0,0,0,CT,28,0.0,0.0,0.0,0.0
3329,CT Side Apps,KRIMZ,0,1,-1,0,100,-100,T,28,0.0,0.0,0.06684491978609625,0.07681671531725304
3330,Deep Palace,KRIMZ,0,0,0,0,0,0,CT,28,0.0,0.0,0.0,0.0
3331,Deep Palace,KRIMZ,0,1,-1,0,100,-100,T,28,0.0,0.0,0.06684491978609625,0.07681671531725304
3332,Back B Site Peeking Apps/Plat,KRIMZ,0,0,0,0,0,0,CT,28,0.0,0.0,0.0,0.0
3333,Back B Site Peeking Apps/Plat,KRIMZ,0,0,0,0,0,0,T,28,0.0,0.0,0.0,0.0
3334,A Ramp,KRIMZ,0,0,0,0,0,0,CT,28,0.0,0.0,0.0,0.0
