,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Total Rounds,Percentage Kills,Percentage Deaths,Percentage Damage Taken,Percentage Damage Dealt
0,A Ramp,junior,2,4,-2,200,400,-200,350,0.3663003663003663,0.5235602094240838,0.6167129201356768,0.39924144126160294
1,CT Side Apps,junior,5,3,2,421,300,121,350,0.9157509157509158,0.3926701570680628,0.46253469010175763,0.8404032338556742
2,Bottom Connector,junior,0,2,-2,0,144,-144,350,0.0,0.2617801047120419,0.22201665124884368,0.0
3,Top Balcony,junior,0,2,-2,0,116,-116,350,0.0,0.2617801047120419,0.1788467468393463,0.0
4,Top Mid Left Side,junior,0,2,-2,0,200,-200,350,0.0,0.2617801047120419,0.3083564600678384,0.0
5,Catwalk Connector Peek,junior,0,0,0,0,0,0,350,0.0,0.0,0.0,0.0
6,Close A Ramp,junior,0,2,-2,0,98,-98,350,0.0,0.2617801047120419,0.15109466543324082,0.0
7,Triple Box,junior,7,0,7,700,90,610,350,1.282051282051282,0.0,0.13876040703052728,1.3973450444156104
8,T Palace Stairs Peek,junior,0,0,0,0,0,0,350,0.0,0.0,0.0,0.0
9,Default A,junior,1,1,0,100,21,79,350,0.18315018315018314,0.13089005235602094,0.032377428307123035,0.19962072063080147
10,Sandwhich,junior,0,0,0,0,0,0,350,0.0,0.0,0.0,0.0
11,A Site,junior,0,1,-1,0,100,-100,350,0.0,0.13089005235602094,0.1541782300339192,0.0
12,Deep Catwalk,junior,2,1,1,200,100,100,350,0.3663003663003663,0.13089005235602094,0.1541782300339192,0.39924144126160294
13,T Deep Apps Underpass/Apps Peek,junior,0,0,0,0,0,0,350,0.0,0.0,0.0,0.0
14,Bottom Stairs,junior,3,0,3,273,0,273,350,0.5494505494505495,0.0,0.0,0.5449645673220881
15,Top Mid,junior,3,0,3,309,0,309,350,0.5494505494505495,0.0,0.0,0.6168280267491766
16,Mid Close Connector,junior,0,0,0,0,0,0,350,0.0,0.0,0.0,0.0
17,Top Connector,junior,2,0,2,200,0,200,350,0.3663003663003663,0.0,0.0,0.39924144126160294
18,A Site Exposed to Stairs Connector Cat,junior,2,0,2,190,59,131,350,0.3663003663003663,0.0,0.09096515572001233,0.37927936919852284
19,Ticketbooth ,junior,29,0,29,2232,0,2232,350,5.311355311355311,0.0,0.0,4.455534484479489
20,Tetris,junior,0,1,-1,0,100,-100,350,0.0,0.13089005235602094,0.1541782300339192,0.0
21,Back B Site Peeking Apps/Plat,junior,0,0,0,0,0,0,350,0.0,0.0,0.0,0.0
22,CT Catwalk,junior,0,1,-1,0,178,-178,350,0.0,0.13089005235602094,0.27443724946037623,0.0
23,Jungle Plant,junior,0,1,-1,0,77,-77,350,0.0,0.13089005235602094,0.11871723712611779,0.0
24,Top STairs,junior,1,1,0,100,100,0,350,0.18315018315018314,0.13089005235602094,0.1541782300339192,0.19962072063080147
25,Underpass,junior,3,0,3,300,0,300,350,0.5494505494505495,0.0,0.0,0.5988621618924045
26,Deep T Apps,junior,0,0,0,0,0,0,350,0.0,0.0,0.0,0.0
27,Snipers Palace Peek,junior,4,0,4,354,0,354,350,0.7326007326007326,0.0,0.0,0.7066573510330372
28,Apartments Right CT Corner,junior,0,0,0,0,0,0,350,0.0,0.0,0.0,0.0
29,Snipers Nest,junior,1,0,1,100,0,100,350,0.18315018315018314,0.0,0.0,0.19962072063080147
30,Top Mid Catwalk,junior,0,0,0,0,0,0,350,0.0,0.0,0.0,0.0
31,Deep T Apps Underpass STairs,junior,2,0,2,200,0,200,350,0.3663003663003663,0.0,0.0,0.39924144126160294
32,Right Side Connector,junior,3,0,3,361,83,278,350,0.5494505494505495,0.0,0.12796793092815292,0.7206308014771934
33,CT Spawn,junior,0,0,0,0,0,0,350,0.0,0.0,0.0,0.0
34,Bench Closer To Jungle,junior,1,0,1,90,0,90,350,0.18315018315018314,0.0,0.0,0.17965864856772132
35,Left Side Platform,junior,1,1,0,100,100,0,350,0.18315018315018314,0.13089005235602094,0.1541782300339192,0.19962072063080147
36,Bench,junior,0,0,0,0,0,0,350,0.0,0.0,0.0,0.0
37,T Spawn A Ramp,junior,0,0,0,37,0,37,350,0.0,0.0,0.0,0.07385966663339655
38,Top Mid towards Apps,junior,0,0,0,0,0,0,350,0.0,0.0,0.0,0.0
39,Catwalk T Aparments Peek,junior,1,0,1,100,0,100,350,0.18315018315018314,0.0,0.0,0.19962072063080147
40,Deep Palace,junior,2,0,2,200,0,200,350,0.3663003663003663,0.0,0.0,0.39924144126160294
41,Close Left CT A Ramp,junior,0,0,0,0,0,0,350,0.0,0.0,0.0,0.0
42,Left Side corner deep jungle,junior,0,1,-1,0,60,-60,350,0.0,0.13089005235602094,0.09250693802035154,0.0
43,T apps entrance close left,junior,0,0,0,0,0,0,350,0.0,0.0,0.0,0.0
44,B site Market Plant,junior,0,0,0,0,0,0,350,0.0,0.0,0.0,0.0
45,Register Market,junior,0,0,0,0,0,0,350,0.0,0.0,0.0,0.0
46,Connector behind box,junior,0,1,-1,0,50,-50,350,0.0,0.13089005235602094,0.0770891150169596,0.0
47,Top Mid Left Side,s1mple,0,2,-2,0,200,-200,295,0.0,0.2617801047120419,0.3083564600678384,0.0
48,CT Side Apps,s1mple,0,0,0,0,68,-68,295,0.0,0.0,0.10484119642306505,0.0
49,Top Balcony,s1mple,1,1,0,22,41,-19,295,0.18315018315018314,0.13089005235602094,0.06321307431390688,0.043916558538776324
50,A Ramp,s1mple,1,2,-1,100,200,-100,295,0.18315018315018314,0.2617801047120419,0.3083564600678384,0.19962072063080147
51,A Site,s1mple,0,1,-1,0,100,-100,295,0.0,0.13089005235602094,0.1541782300339192,0.0
52,Mid Close Connector,s1mple,2,3,-1,177,272,-95,295,0.3663003663003663,0.3926701570680628,0.4193647856922602,0.3533286755165186
53,Default A,s1mple,3,1,2,266,12,254,295,0.5494505494505495,0.13089005235602094,0.018501387604070305,0.5309911168779319
54,A Site Exposed to Stairs Connector Cat,s1mple,3,0,3,222,0,222,295,0.5494505494505495,0.0,0.0,0.4431579998003793
55,Close A Ramp,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
56,Catwalk T Aparments Peek,s1mple,3,1,2,227,77,150,295,0.5494505494505495,0.13089005235602094,0.11871723712611779,0.45313903583191933
57,CT Catwalk,s1mple,4,0,4,344,0,344,295,0.7326007326007326,0.0,0.0,0.6866952789699571
58,T Palace Stairs Peek,s1mple,0,1,-1,0,100,-100,295,0.0,0.13089005235602094,0.1541782300339192,0.0
59,Underneath B apps plat,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
60,Top Connector,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
61,Deep Palace,s1mple,1,1,0,76,100,-24,295,0.18315018315018314,0.13089005235602094,0.1541782300339192,0.15171174767940912
62,Top STairs,s1mple,1,0,1,7,0,7,295,0.18315018315018314,0.0,0.0,0.013973450444156103
63,CT Deep Catwalk Mid peek,s1mple,1,1,0,92,100,-8,295,0.18315018315018314,0.13089005235602094,0.1541782300339192,0.18365106298033737
64,B Bombsite Cross to Catwalk,s1mple,0,1,-1,0,100,-100,295,0.0,0.13089005235602094,0.1541782300339192,0.0
65,Van Barrel Peek,s1mple,0,1,-1,0,48,-48,295,0.0,0.13089005235602094,0.07400555041628122,0.0
66,Firebox,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
67,Snipers Palace Peek,s1mple,1,0,1,100,0,100,295,0.18315018315018314,0.0,0.0,0.19962072063080147
68,Deep T Apps,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
69,Sandwhich,s1mple,0,1,-1,0,100,-100,295,0.0,0.13089005235602094,0.1541782300339192,0.0
70,Triple Box,s1mple,6,1,5,512,100,412,295,1.098901098901099,0.13089005235602094,0.1541782300339192,1.0220580896297036
71,B site Market Plant,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
72,Jungle Plant,s1mple,0,1,-1,0,37,-37,295,0.0,0.13089005235602094,0.0570459451125501,0.0
73,Bottom Stairs,s1mple,2,1,1,107,78,29,295,0.3663003663003663,0.13089005235602094,0.12025901942645699,0.21359417107495757
74,Catwalk Connector Peek,s1mple,2,1,1,200,11,189,295,0.3663003663003663,0.13089005235602094,0.016959605303731112,0.39924144126160294
75,Tetris,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
76,Balcony Boaxes,s1mple,1,0,1,100,0,100,295,0.18315018315018314,0.0,0.0,0.19962072063080147
77,Deep Catwalk,s1mple,1,0,1,185,0,185,295,0.18315018315018314,0.0,0.0,0.36929833316698274
78,Back B Site Peeking Apps/Plat,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
79,Snipers Nest,s1mple,2,0,2,142,0,142,295,0.3663003663003663,0.0,0.0,0.2834614232957381
80,Back Left B Site From T's' Perspective,s1mple,3,0,3,209,0,209,295,0.5494505494505495,0.0,0.0,0.4172073061183751
81,Top Mid on top of Boxes,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
82,T Spawn A Ramp,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
83,Left Side corner deep jungle,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
84,Leftside Connector,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
85,Top Mid towards Apps,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
86,Stairs Palace Peek,s1mple,1,0,1,96,0,96,295,0.18315018315018314,0.0,0.0,0.19163589180556942
87,Safe Plant B Site,s1mple,0,1,-1,0,92,-92,295,0.0,0.13089005235602094,0.14184397163120568,0.0
88,Catwalk Plant B Site,s1mple,0,1,-1,0,100,-100,295,0.0,0.13089005235602094,0.1541782300339192,0.0
89,Chair,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
90,Left Side Platform,s1mple,2,0,2,200,0,200,295,0.3663003663003663,0.0,0.0,0.39924144126160294
91,Deep CT,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
92,Ticketbooth ,s1mple,18,0,18,1389,0,1389,295,3.296703296703297,0.0,0.0,2.7727318095618325
93,Murder Hole,s1mple,1,1,0,34,58,-24,295,0.18315018315018314,0.13089005235602094,0.08942337341967314,0.0678710450144725
94,Right Side Platform,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
95,Underpass,s1mple,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0
96,Mid Close Connector,arT,2,2,0,200,31,169,388,0.3663003663003663,0.2617801047120419,0.04779525131051495,0.39924144126160294
97,Top Mid,arT,1,1,0,71,279,-208,388,0.18315018315018314,0.13089005235602094,0.4301572617946346,0.14173071164786905
98,Top Connector,arT,0,1,-1,0,66,-66,388,0.0,0.13089005235602094,0.10175763182238669,0.0
99,Triple Box,arT,1,3,-2,126,211,-85,388,0.18315018315018314,0.3926701570680628,0.32531606537156954,0.2515221079948099
100,CT Side Apps,arT,0,2,-2,0,200,-200,388,0.0,0.2617801047120419,0.3083564600678384,0.0
101,Top Mid Left Side,arT,0,1,-1,0,183,-183,388,0.0,0.13089005235602094,0.2821461609620721,0.0
102,Deep Catwalk,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
103,Top Mid Boxes Left Side Peek,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
104,Bottom Stairs,arT,3,0,3,298,0,298,388,0.5494505494505495,0.0,0.0,0.5948697474797884
105,Snipers Nest,arT,4,1,3,400,16,384,388,0.7326007326007326,0.13089005235602094,0.024668516805427077,0.7984828825232059
106,Top Balcony,arT,0,1,-1,0,100,-100,388,0.0,0.13089005235602094,0.1541782300339192,0.0
107,Tetris,arT,0,1,-1,0,99,-99,388,0.0,0.13089005235602094,0.15263644773358,0.0
108,Left Side Platform,arT,0,1,-1,0,56,-56,388,0.0,0.13089005235602094,0.08633980881899475,0.0
109,Snipers Palace Peek,arT,4,1,3,400,100,300,388,0.7326007326007326,0.13089005235602094,0.1541782300339192,0.7984828825232059
110,Top Mid Catwalk,arT,0,1,-1,0,154,-154,388,0.0,0.13089005235602094,0.23743447425223557,0.0
111,A Site Exposed to Stairs Connector Cat,arT,2,0,2,118,0,118,388,0.3663003663003663,0.0,0.0,0.23555245034434574
112,Underpass,arT,10,0,10,1029,0,1029,388,1.8315018315018317,0.0,0.0,2.054097215290947
113,Bottom Connector,arT,2,1,1,195,100,95,388,0.3663003663003663,0.13089005235602094,0.1541782300339192,0.3892604052300629
114,Left Side corner deep jungle,arT,0,2,-2,0,55,-55,388,0.0,0.2617801047120419,0.08479802651865556,0.0
115,Right Side Connector,arT,1,1,0,91,30,61,388,0.18315018315018314,0.13089005235602094,0.04625346901017577,0.18165485577402934
116,Jungle Plant,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
117,Deep Palace,arT,1,0,1,100,0,100,388,0.18315018315018314,0.0,0.0,0.19962072063080147
118,Default A,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
119,A Site,arT,1,0,1,100,0,100,388,0.18315018315018314,0.0,0.0,0.19962072063080147
120,T apps entrance close left,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
121,A Ramp,arT,0,1,-1,0,48,-48,388,0.0,0.13089005235602094,0.07400555041628122,0.0
122,Back B Site Peeking Apps/Plat,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
123,CT Catwalk,arT,1,1,0,57,32,25,388,0.18315018315018314,0.13089005235602094,0.049337033610854154,0.11378381075955685
124,Apartments Right CT Corner,arT,1,0,1,92,0,92,388,0.18315018315018314,0.0,0.0,0.18365106298033737
125,Leftside Connector,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
126,CT Deep Catwalk Mid peek,arT,3,1,2,299,97,202,388,0.5494505494505495,0.13089005235602094,0.14955288313290163,0.5968659546860964
127,Close A Ramp,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
128,Murder Hole,arT,1,1,0,100,100,0,388,0.18315018315018314,0.13089005235602094,0.1541782300339192,0.19962072063080147
129,T Deep Apps Underpass/Apps Peek,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
130,Bench,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
131,Close Right Market Window,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
132,Top Mid Boxes Right Side Peek,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
133,Balcony Boaxes,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
134,Ticketbooth ,arT,7,0,7,636,0,636,388,1.282051282051282,0.0,0.0,1.2695877832118974
135,T Palace Stairs Peek,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
136,Deep Jungle,arT,5,0,5,478,0,478,388,0.9157509157509158,0.0,0.0,0.9541870446152311
137,Deep T Apps Underpass STairs,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
138,Catwalk Connector Peek,arT,0,1,-1,0,35,-35,388,0.0,0.13089005235602094,0.05396238051187173,0.0
139,Catwalk Plant B Site,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
140,Underneath B apps plat,arT,0,1,-1,0,69,-69,388,0.0,0.13089005235602094,0.10638297872340426,0.0
141,Top STairs,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
142,Van Barrel Peek,arT,0,0,0,0,0,0,388,0.0,0.0,0.0,0.0
143,Catwalk T Aparments Peek,arT,0,1,-1,0,100,-100,388,0.0,0.13089005235602094,0.1541782300339192,0.0
144,A Ramp,ZywOo,0,1,-1,0,146,-146,135,0.0,0.13089005235602094,0.22510021584952206,0.0
145,Top Mid Left Side,ZywOo,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0
146,CT Side Apps,ZywOo,1,0,1,100,0,100,135,0.18315018315018314,0.0,0.0,0.19962072063080147
147,Deep T Apps,ZywOo,0,1,-1,0,100,-100,135,0.0,0.13089005235602094,0.1541782300339192,0.0
148,Top Mid,ZywOo,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0
149,Triple Box,ZywOo,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0
150,CT Catwalk,ZywOo,0,1,-1,0,100,-100,135,0.0,0.13089005235602094,0.1541782300339192,0.0
151,Top Balcony,ZywOo,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0
152,Ticketbooth ,ZywOo,8,0,8,673,0,673,135,1.465201465201465,0.0,0.0,1.343447449845294
153,B Site Default Plant,ZywOo,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0
154,Apartments Right CT Corner,ZywOo,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0
155,A Site Exposed to Stairs Connector Cat,ZywOo,0,1,-1,0,100,-100,135,0.0,0.13089005235602094,0.1541782300339192,0.0
156,T Palace Stairs Peek,ZywOo,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0
157,Top Connector,ZywOo,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0
158,Deep Catwalk,ZywOo,1,0,1,100,0,100,135,0.18315018315018314,0.0,0.0,0.19962072063080147
159,Bottom Stairs,ZywOo,1,0,1,100,0,100,135,0.18315018315018314,0.0,0.0,0.19962072063080147
160,Close Left CT A Ramp,ZywOo,1,0,1,100,0,100,135,0.18315018315018314,0.0,0.0,0.19962072063080147
161,Close A Ramp,ZywOo,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0
162,Back B Site Peeking Apps/Plat,ZywOo,1,0,1,100,0,100,135,0.18315018315018314,0.0,0.0,0.19962072063080147
163,Deep Palace,ZywOo,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0
164,Close Market Window,ZywOo,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0
165,Stairs Palace Peek,ZywOo,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0
166,Snipers Nest,ZywOo,1,0,1,100,0,100,135,0.18315018315018314,0.0,0.0,0.19962072063080147
167,Arch,ZywOo,1,0,1,34,0,34,135,0.18315018315018314,0.0,0.0,0.0678710450144725
168,Jungle Plant,ZywOo,0,1,-1,0,100,-100,135,0.0,0.13089005235602094,0.1541782300339192,0.0
169,Catwalk Connector Peek,ZywOo,1,0,1,59,0,59,135,0.18315018315018314,0.0,0.0,0.11777622517217287
170,Left Side Platform,ZywOo,1,1,0,100,99,1,135,0.18315018315018314,0.13089005235602094,0.15263644773358,0.19962072063080147
171,T Spawn A Ramp,ZywOo,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0
172,CT Outside Market,ZywOo,1,0,1,100,0,100,135,0.18315018315018314,0.0,0.0,0.19962072063080147
173,Catwalk T Aparments Peek,ZywOo,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0
174,Deep CT,ZywOo,3,0,3,167,0,167,135,0.5494505494505495,0.0,0.0,0.3333666034534385
175,Tetris,ZywOo,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0
176,Top Mid Boxes Left Side Peek,ZywOo,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0
177,Deep Jungle,ZywOo,0,1,-1,0,1,-1,135,0.0,0.13089005235602094,0.0015417823003391923,0.0
178,CT Side Apps,cadiaN,3,1,2,333,100,233,201,0.5494505494505495,0.13089005235602094,0.1541782300339192,0.6647369997005689
179,CT Deep Catwalk Mid peek,cadiaN,3,1,2,235,52,183,201,0.5494505494505495,0.13089005235602094,0.08017267961763799,0.46910869348238343
180,Top Mid Left Side,cadiaN,0,1,-1,0,100,-100,201,0.0,0.13089005235602094,0.1541782300339192,0.0
181,Triple Box,cadiaN,1,1,0,100,50,50,201,0.18315018315018314,0.13089005235602094,0.0770891150169596,0.19962072063080147
182,Mid Close Connector,cadiaN,1,1,0,100,100,0,201,0.18315018315018314,0.13089005235602094,0.1541782300339192,0.19962072063080147
183,Deep Palace,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
184,Left Side Platform,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
185,Murder Hole,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
186,A Ramp,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
187,Catwalk Connector Peek,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
188,T Palace Stairs Peek,cadiaN,2,0,2,200,0,200,201,0.3663003663003663,0.0,0.0,0.39924144126160294
189,T Deep Apps Underpass/Apps Peek,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
190,Bottom Stairs,cadiaN,2,0,2,151,0,151,201,0.3663003663003663,0.0,0.0,0.30142728815251024
191,Bottom Connector,cadiaN,1,0,1,79,0,79,201,0.18315018315018314,0.0,0.0,0.15770036929833317
192,Ticketbooth ,cadiaN,10,0,10,729,0,729,201,1.8315018315018317,0.0,0.0,1.4552350533985428
193,Leftside Connector,cadiaN,0,1,-1,0,99,-99,201,0.0,0.13089005235602094,0.15263644773358,0.0
194,B Bombsite Cross to Catwalk,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
195,Deep T Apps,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
196,Default A,cadiaN,1,0,1,78,0,78,201,0.18315018315018314,0.0,0.0,0.15570416209202514
197,A Site,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
198,Top Balcony,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
199,Top Mid Catwalk,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
200,Left Side corner deep jungle,cadiaN,1,0,1,60,0,60,201,0.18315018315018314,0.0,0.0,0.1197724323784809
201,Apartments Right CT Corner,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
202,CT Outside Market,cadiaN,1,0,1,137,0,137,201,0.18315018315018314,0.0,0.0,0.27348038726419804
203,Middle Bench,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
204,Catwalk T Aparments Peek,cadiaN,1,0,1,99,0,99,201,0.18315018315018314,0.0,0.0,0.19762451342449347
205,Close Left CT A Ramp,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
206,Deep Catwalk,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
207,Jungle Plant,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
208,Stairs Palace Peek,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
209,Deep T Spawn T Ramp,cadiaN,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0
210,Top Mid Left Side,degster,0,1,-1,0,100,-100,188,0.0,0.13089005235602094,0.1541782300339192,0.0
211,CT Side Apps,degster,2,1,1,178,100,78,188,0.3663003663003663,0.13089005235602094,0.1541782300339192,0.3553248827228266
212,Bottom Connector,degster,1,1,0,75,100,-25,188,0.18315018315018314,0.13089005235602094,0.1541782300339192,0.14971554047310112
213,Underpass,degster,2,0,2,200,0,200,188,0.3663003663003663,0.0,0.0,0.39924144126160294
214,Ticketbooth ,degster,7,0,7,661,0,661,188,1.282051282051282,0.0,0.0,1.3194929633695978
215,Close Left CT A Ramp,degster,0,1,-1,0,100,-100,188,0.0,0.13089005235602094,0.1541782300339192,0.0
216,A Site Exposed to Stairs Connector Cat,degster,3,0,3,245,0,245,188,0.5494505494505495,0.0,0.0,0.4890707655454636
217,Top Balcony,degster,0,0,0,0,0,0,188,0.0,0.0,0.0,0.0
218,T Deep Apps Underpass/Apps Peek,degster,1,0,1,100,0,100,188,0.18315018315018314,0.0,0.0,0.19962072063080147
219,T Palace Stairs Peek,degster,0,0,0,0,0,0,188,0.0,0.0,0.0,0.0
220,Bottom Stairs,degster,3,0,3,263,0,263,188,0.5494505494505495,0.0,0.0,0.5250024952590079
221,Top Connector,degster,0,0,0,0,0,0,188,0.0,0.0,0.0,0.0
222,Close A Ramp,degster,0,0,0,0,0,0,188,0.0,0.0,0.0,0.0
223,Connector behind box,degster,0,0,0,0,0,0,188,0.0,0.0,0.0,0.0
224,A Site,degster,0,0,0,0,0,0,188,0.0,0.0,0.0,0.0
225,Default A,degster,5,0,5,459,0,459,188,0.9157509157509158,0.0,0.0,0.9162591076953788
226,Mid Close Connector,degster,0,0,0,0,0,0,188,0.0,0.0,0.0,0.0
227,Top Mid towards Apps,degster,0,0,0,0,0,0,188,0.0,0.0,0.0,0.0
228,Deep Catwalk,degster,0,0,0,0,0,0,188,0.0,0.0,0.0,0.0
229,Deep T Apps Underpass STairs,degster,0,0,0,0,0,0,188,0.0,0.0,0.0,0.0
230,Back Left B Site From T's' Perspective,degster,1,0,1,11,0,11,188,0.18315018315018314,0.0,0.0,0.021958279269388162
231,Deep Palace,degster,0,0,0,0,0,0,188,0.0,0.0,0.0,0.0
232,CT Deep Catwalk Mid peek,degster,1,0,1,65,0,65,188,0.18315018315018314,0.0,0.0,0.12975346841002094
233,Ladder Room Catwalk Side,degster,0,0,0,0,0,0,188,0.0,0.0,0.0,0.0
234,Bench,degster,1,0,1,100,0,100,188,0.18315018315018314,0.0,0.0,0.19962072063080147
235,Top Mid Boxes Right Side Peek,degster,0,0,0,0,0,0,188,0.0,0.0,0.0,0.0
236,Balcony Boaxes,degster,0,0,0,0,0,0,188,0.0,0.0,0.0,0.0
237,Deep Jungle,degster,3,0,3,271,0,271,188,0.5494505494505495,0.0,0.0,0.5409721529094721
238,Tetris,degster,0,0,0,0,0,0,188,0.0,0.0,0.0,0.0
239,Top Balcony,poizon,0,2,-2,0,184,-184,207,0.0,0.2617801047120419,0.28368794326241137,0.0
240,A Ramp,poizon,0,1,-1,0,100,-100,207,0.0,0.13089005235602094,0.1541782300339192,0.0
241,Ticketbooth ,poizon,10,3,7,959,227,732,207,1.8315018315018317,0.3926701570680628,0.3499845821769966,1.9143627108493864
242,T Palace Stairs Peek,poizon,0,1,-1,0,100,-100,207,0.0,0.13089005235602094,0.1541782300339192,0.0
243,Close A Ramp,poizon,0,0,0,0,0,0,207,0.0,0.0,0.0,0.0
244,Bottom Connector,poizon,0,2,-2,0,195,-195,207,0.0,0.2617801047120419,0.30064754856614245,0.0
245,Catwalk Connector Peek,poizon,1,1,0,184,100,84,207,0.18315018315018314,0.13089005235602094,0.1541782300339192,0.36730212596067474
246,CT Side Apps,poizon,0,2,-2,0,158,-158,207,0.0,0.2617801047120419,0.24360160345359236,0.0
247,Top Mid Left Side,poizon,0,0,0,0,0,0,207,0.0,0.0,0.0,0.0
248,Top Mid Catwalk,poizon,0,0,0,0,0,0,207,0.0,0.0,0.0,0.0
249,Mid Close Connector,poizon,1,0,1,100,0,100,207,0.18315018315018314,0.0,0.0,0.19962072063080147
250,Default A,poizon,1,2,-1,86,200,-114,207,0.18315018315018314,0.2617801047120419,0.3083564600678384,0.17167381974248927
251,A Site Exposed to Stairs Connector Cat,poizon,0,1,-1,0,100,-100,207,0.0,0.13089005235602094,0.1541782300339192,0.0
252,Catwalk T Aparments Peek,poizon,2,2,0,200,200,0,207,0.3663003663003663,0.2617801047120419,0.3083564600678384,0.39924144126160294
253,Bench,poizon,1,0,1,100,0,100,207,0.18315018315018314,0.0,0.0,0.19962072063080147
254,Deep T Apps,poizon,0,0,0,0,0,0,207,0.0,0.0,0.0,0.0
255,Bench Closer to Tribox,poizon,1,0,1,92,0,92,207,0.18315018315018314,0.0,0.0,0.18365106298033737
256,Snipers Nest,poizon,1,1,0,100,24,76,207,0.18315018315018314,0.13089005235602094,0.03700277520814061,0.19962072063080147
257,Underpass,poizon,0,0,0,0,0,0,207,0.0,0.0,0.0,0.0
258,Sandwhich,poizon,0,1,-1,0,100,-100,207,0.0,0.13089005235602094,0.1541782300339192,0.0
259,Firebox,poizon,0,0,0,0,0,0,207,0.0,0.0,0.0,0.0
